movie_id,source_row,title,year,runtime,genres,structured_match,semantic_label,ground_truth,annotation_source,evidence_excerpt,annotation_rationale
tt0472047,355,B.T.K. Killer,2005,82,"Biography,Crime,Drama",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,I question the motive of the creators of this fictional account of the BTK killer's motives. Are they attempting to portray animal rights activists as sick monsters? Who is responsible for this? Don't they think the people involved with thi,Excluded by structured conditions.
tt0476918,323,Loonatics Unleashed,2005,30,"Action,Adventure,Animation",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I think this piece of garbage is the best proof that good ideas can be destroyed, why all the American animators thinks that the kids this days wants stupid GI JOE versions of good stories??? the Looney Tunes are some of the most beloved ch",Excluded by structured conditions.
tt0489318,330,The Perfect Witness,2007,100,"Crime,Horror,Thriller",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I had a recent spectator experience with The Perfect Witness (2007) because the NetFlix computer recommendation engine suggested I watch this film. Apparently, at some point, I told it how much I liked Michael Haneke's, Benny's Video. I don",Excluded by structured conditions.
tt0499570,1830,Slipstream,2007,96,"Comedy,Drama,Fantasy",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,What seemed as a good premise for a movie...unfortunately it fails to deliver on nearly every level. Very hard to follow at the start of the movie I actually found myself fighting the urge to turn it off the biggest problem from a visual as,Excluded by structured conditions.
tt0770745,333,The Empty Acre,2007,103,Horror,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,A film with very little positive to say for it.  Firstly it has zero pace and is positively lacking in any drama.  Besides being remarkably slow The Empty Acre seems dedicated to using the same stock footage again and again. I lost count of,Excluded by structured conditions.
tt0770806,1658,The Contractor,2007,99,"Action,Drama,Thriller",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning   James Dial (Wesley Snipes) is hiding out on his ranch in Montana after failing to capture a notorious terrorist. Then he's approached ,Excluded by structured conditions.
tt0785532,2453,Pro-Life,2006,57,Horror,False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"I went into a Video Store and looked around to find some Horror Movies, after about 30 minutes I just rushed and picked out a few. I stumbled upon ""Masters of Horror"" which contained ""Pro-Life"" and ""Right to Die"". They seemed OK, same-old c",Excluded by structured conditions.
tt0790781,1549,Wendy Wu: Homecoming Warrior,2006,91,"Action,Adventure,Comedy",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"I'm here again in your local shopping mall (of course, 'cause that's where the high school kids hang out!!!!!) to demonstrate how awful ""BENDY POO: PROM COURIER"" really is!!!!! To prove how bad this joke of a DCOM this is...  ...we're going",Excluded by structured conditions.
tt0804551,347,Walking Tall: Lone Justice,2007,95,"Action,Crime,Drama",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"One of the worst movies I've seen shoddy camera work, crappy filter usage, film was grainy, script was terrible, i mean come on, how predictable was the big battle at the end.....  some of the fight scenes were okay i guess....  some scenes",Excluded by structured conditions.
tt0887912,1818,The Hurt Locker,2008,131,"Drama,Thriller,War",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,I was looking forward to Kathryn Bigelow's movie with great anticipation after the endless hype and 6 Oscars which it was awarded. Unfortunately it really isn't a good movie. The depiction of the situation certainly seemed to be accurate an,Excluded by structured conditions.
tt0906734,1748,The Broken,2008,93,"Drama,Horror,Thriller",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"This film is pure, distilled, unadulterated boredom. I knew nothing of it before I entered the dark room, took my seat. I was seduced by the ""mysterious and suspenseful"" blurb on the poster I suppose. Also, Lena Headey is nice and unconvent",Excluded by structured conditions.
tt0970935,353,Frownland,2007,106,"Comedy,Drama",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I saw this film at SXSW with the director in attendance. Quite a few people walked out, and the audience could barely muster even polite applause at the end. Of the 60 or 70 films I've seen at this festival, Frownland is among the worst.  A",Excluded by structured conditions.
